umidade_solo,umidade_ambiente,temperatura,volume_agua,datahora
86,62,28.1,0.0,2023-10-29 18:00:00
86,62,28.0,0.0,2023-10-29 19:00:00
86,63,27.8,0.0,2023-10-29 20:00:00
86,63,27.7,0.0,2023-10-29 21:00:00
86,63,27.6,0.0,2023-10-29 22:00:00
86,64,27.4,0.0,2023-10-29 23:00:00
86,64,27.3,0.0,2023-10-30 00:00:00
86,64,27.2,0.0,2023-10-30 01:00:00
86,64,27.0,0.0,2023-10-30 02:00:00
85,64,27.0,0.0,2023-10-30 03:00:00
85,64,26.8,0.0,2023-10-30 04:00:00
85,64,26.8,0.0,2023-10-30 05:00:00
85,64,26.7,0.0,2023-10-30 06:00:00
85,64,26.8,0.0,2023-10-30 07:00:00
85,64,27.0,0.0,2023-10-30 08:00:00
85,65,27.5,0.0,2023-10-30 09:00:00
81,64,28.5,0.0,2023-10-30 10:00:00
80,62,28.5,0.0,2023-10-30 11:00:00
80,61,28.9,0.0,2023-10-30 12:00:00
78,62,28.9,0.0,2023-10-30 13:00:00
78,62,29.0,0.0,2023-10-30 14:00:00
77,60,29.2,0.0,2023-10-30 15:00:00
76,59,29.4,0.0,2023-10-30 16:00:00
75,58,29.5,0.0,2023-10-30 17:00:00
74,59,29.5,0.0,2023-10-30 18:00:00
73,59,29.6,0.0,2023-10-30 19:00:00
73,59,29.6,0.0,2023-10-30 20:00:00
72,59,29.6,0.0,2023-10-30 21:00:00
72,59,29.6,0.0,2023-10-30 22:00:00
71,59,29.6,0.0,2023-10-30 23:00:00
71,59,29.5,0.0,2023-10-31 00:00:00
71,60,29.4,0.0,2023-10-31 01:00:00
71,60,29.4,0.0,2023-10-31 02:00:00
72,60,29.3,0.0,2023-10-31 03:00:00
74,60,29.2,0.0,2023-10-31 04:00:00
74,61,29.1,0.0,2023-10-31 05:00:00
80,61,29.1,0.0,2023-10-31 06:00:00
84,61,29.0,0.0,2023-10-31 07:00:00
83,62,29.1,0.0,2023-10-31 08:00:00
83,63,29.4,0.0,2023-10-31 09:00:00
86,62,29.7,0.0,2023-10-31 10:00:00
83,58,30.1,0.0,2023-10-31 11:00:00
82,56,30.3,0.0,2023-10-31 12:00:00
82,56,30.1,0.0,2023-10-31 13:00:00
82,57,30.1,0.0,2023-10-31 14:00:00
83,59,30.2,0.0,2023-10-31 15:00:00
83,59,30.1,0.0,2023-10-31 16:00:00
82,60,29.8,0.0,2023-10-31 17:00:00
83,60,29.4,0.0,2023-10-31 18:00:00
83,60,29.2,0.0,2023-10-31 19:00:00
84,61,29.0,0.0,2023-10-31 20:00:00
84,61,28.8,0.0,2023-10-31 21:00:00
83,61,28.7,0.0,2023-10-31 22:00:00
83,60,28.5,0.0,2023-10-31 23:00:00
83,61,28.3,0.0,2023-11-01 00:00:00
83,61,28.1,0.0,2023-11-01 01:00:00
83,61,28.0,0.0,2023-11-01 02:00:00
83,61,27.9,0.0,2023-11-01 03:00:00
83,61,27.7,0.0,2023-11-01 04:00:00
83,61,27.6,0.0,2023-11-01 05:00:00
83,61,27.5,0.0,2023-11-01 06:00:00
83,61,27.5,0.0,2023-11-01 07:00:00
82,59,27.4,0.0,2023-11-01 08:00:00
82,57,27.4,0.0,2023-11-01 09:00:00
83,57,27.5,0.0,2023-11-01 10:00:00
56,58,27.5,30.49,2023-11-01 11:00:00
90,55,27.6,0.0,2023-11-01 12:00:00
89,56,27.8,0.0,2023-11-01 13:00:00
88,59,27.9,0.0,2023-11-01 14:00:00
88,56,27.9,0.0,2023-11-01 15:00:00
87,55,27.9,0.0,2023-11-01 16:00:00
86,53,27.7,0.0,2023-11-01 17:00:00
86,52,27.5,0.0,2023-11-01 18:00:00
86,52,27.3,0.0,2023-11-01 19:00:00
86,52,27.1,0.0,2023-11-01 20:00:00
85,52,26.9,0.0,2023-11-01 21:00:00
85,52,26.7,0.0,2023-11-01 22:00:00
84,53,26.6,0.0,2023-11-01 23:00:00
84,54,26.4,0.0,2023-11-02 00:00:00
84,53,26.2,0.0,2023-11-02 01:00:00
84,53,26.0,0.0,2023-11-02 02:00:00
83,53,25.8,0.0,2023-11-02 03:00:00
83,53,25.7,0.0,2023-11-02 04:00:00
83,54,25.6,0.0,2023-11-02 05:00:00
83,54,25.4,0.0,2023-11-02 06:00:00
82,54,25.4,0.0,2023-11-02 07:00:00
82,54,25.5,0.0,2023-11-02 08:00:00
82,54,25.7,0.0,2023-11-02 09:00:00
82,54,25.8,0.0,2023-11-02 10:00:00
82,54,26.0,0.0,2023-11-02 11:00:00
81,54,26.1,0.0,2023-11-02 12:00:00
81,54,26.2,0.0,2023-11-02 13:00:00
81,55,26.3,0.0,2023-11-02 14:00:00
81,55,26.3,0.0,2023-11-02 15:00:00
81,55,26.4,0.0,2023-11-02 16:00:00
81,56,26.3,0.0,2023-11-02 17:00:00
81,56,26.1,0.0,2023-11-02 18:00:00
81,57,26.0,0.0,2023-11-02 19:00:00
81,57,26.0,0.0,2023-11-02 20:00:00
81,57,25.9,0.0,2023-11-02 21:00:00
81,57,25.9,0.0,2023-11-02 22:00:00
81,57,25.8,0.0,2023-11-02 23:00:00
81,58,25.6,0.0,2023-11-03 00:00:00
82,58,25.6,0.0,2023-11-03 01:00:00
81,58,25.4,0.0,2023-11-03 02:00:00
81,59,25.3,0.0,2023-11-03 03:00:00
82,59,25.2,0.0,2023-11-03 04:00:00
82,60,25.1,0.0,2023-11-03 05:00:00
82,60,25.0,0.0,2023-11-03 06:00:00
82,60,25.2,0.0,2023-11-03 07:00:00
82,58,25.6,0.0,2023-11-03 08:00:00
81,59,25.9,0.0,2023-11-03 09:00:00
81,60,26.2,0.0,2023-11-03 10:00:00
81,61,26.4,0.0,2023-11-03 11:00:00
81,60,26.8,0.0,2023-11-03 12:00:00
82,60,27.1,0.0,2023-11-03 13:00:00
81,60,27.3,0.0,2023-11-03 14:00:00
82,60,27.6,0.0,2023-11-03 15:00:00
82,60,27.8,0.0,2023-11-03 16:00:00
82,62,27.6,0.0,2023-11-03 17:00:00
82,62,27.6,0.0,2023-11-03 18:00:00
82,62,27.4,0.0,2023-11-03 19:00:00
83,62,27.2,0.0,2023-11-03 20:00:00
83,62,27.0,0.0,2023-11-03 21:00:00
83,62,26.9,0.0,2023-11-03 22:00:00
83,62,26.8,0.0,2023-11-03 23:00:00
83,62,26.7,0.0,2023-11-04 00:00:00
83,62,26.6,0.0,2023-11-04 01:00:00
84,62,26.5,0.0,2023-11-04 02:00:00
83,63,26.4,0.0,2023-11-04 03:00:00
83,63,26.3,0.0,2023-11-04 04:00:00
83,63,26.2,0.0,2023-11-04 05:00:00
83,63,26.2,0.0,2023-11-04 06:00:00
83,63,26.3,0.0,2023-11-04 07:00:00
84,62,26.6,0.0,2023-11-04 08:00:00
83,62,26.6,0.0,2023-11-04 09:00:00
83,61,26.8,0.0,2023-11-04 10:00:00
83,61,27.0,0.0,2023-11-04 11:00:00
83,60,27.2,0.0,2023-11-04 12:00:00
83,58,27.4,0.0,2023-11-04 13:00:00
83,56,27.5,0.0,2023-11-04 14:00:00
83,54,27.6,0.0,2023-11-04 15:00:00
83,52,27.9,0.0,2023-11-04 16:00:00
84,52,28.1,0.0,2023-11-04 17:00:00
84,52,28.1,0.0,2023-11-04 18:00:00
83,50,28.0,0.0,2023-11-04 19:00:00
85,50,28.0,0.0,2023-11-04 20:00:00
83,50,27.9,0.0,2023-11-04 21:00:00
83,53,28.1,0.0,2023-11-04 22:00:00
83,52,28.1,0.0,2023-11-04 23:00:00
83,52,27.8,0.0,2023-11-05 00:00:00
83,52,27.5,0.0,2023-11-05 01:00:00
83,52,27.2,0.0,2023-11-05 02:00:00
83,52,26.9,0.0,2023-11-05 03:00:00
84,52,26.6,0.0,2023-11-05 04:00:00
83,52,26.3,0.0,2023-11-05 05:00:00
84,52,26.2,0.0,2023-11-05 06:00:00
83,52,26.1,0.0,2023-11-05 07:00:00
84,52,26.2,0.0,2023-11-05 08:00:00
83,52,26.5,0.0,2023-11-05 09:00:00
83,52,26.6,0.0,2023-11-05 10:00:00
83,52,26.7,0.0,2023-11-05 11:00:00
83,54,27.1,0.0,2023-11-05 12:00:00
83,52,27.5,0.0,2023-11-05 13:00:00
83,51,27.6,0.0,2023-11-05 14:00:00
83,51,27.8,0.0,2023-11-05 15:00:00
83,51,28.1,0.0,2023-11-05 16:00:00
83,52,28.2,0.0,2023-11-05 17:00:00
83,52,28.0,0.0,2023-11-05 18:00:00
83,52,27.8,0.0,2023-11-05 19:00:00
83,52,27.4,0.0,2023-11-05 20:00:00
83,52,27.1,0.0,2023-11-05 21:00:00
84,52,26.9,0.0,2023-11-05 22:00:00
83,52,26.7,0.0,2023-11-05 23:00:00
83,52,26.4,0.0,2023-11-06 00:00:00
83,52,26.2,0.0,2023-11-06 01:00:00
83,52,26.0,0.0,2023-11-06 02:00:00
83,52,25.8,0.0,2023-11-06 03:00:00
83,52,25.6,0.0,2023-11-06 04:00:00
83,52,25.4,0.0,2023-11-06 05:00:00
83,53,25.2,0.0,2023-11-06 06:00:00
83,53,25.2,0.0,2023-11-06 07:00:00
78,47,25.5,0.32,2023-11-06 08:00:00
73,46,26.2,0.0,2023-11-06 09:00:00
75,45,26.3,0.0,2023-11-06 10:00:00
61,49,26.6,0.27,2023-11-06 11:00:00
69,52,26.7,0.0,2023-11-06 12:00:00
69,51,27.2,0.0,2023-11-06 13:00:00
68,52,27.2,0.0,2023-11-06 14:00:00
68,51,27.5,0.0,2023-11-06 15:00:00
66,48,27.8,0.0,2023-11-06 16:00:00
64,47,28.0,0.0,2023-11-06 17:00:00
62,48,27.8,0.0,2023-11-06 18:00:00
62,48,27.6,0.09,2023-11-06 19:00:00
69,53,27.2,0.0,2023-11-06 20:00:00
68,53,27.0,0.0,2023-11-06 21:00:00
65,54,26.7,0.0,2023-11-06 22:00:00
65,54,26.6,0.0,2023-11-06 23:00:00
66,52,26.4,0.0,2023-11-07 00:00:00
65,52,26.2,0.0,2023-11-07 01:00:00
63,52,26.0,0.0,2023-11-07 02:00:00
62,52,25.9,0.0,2023-11-07 03:00:00
62,52,25.7,0.0,2023-11-07 04:00:00
62,52,25.6,0.0,2023-11-07 05:00:00
61,52,25.4,0.01,2023-11-07 06:00:00
62,52,25.3,0.0,2023-11-07 07:00:00
65,53,25.4,0.0,2023-11-07 08:00:00
62,48,25.4,0.04,2023-11-07 09:00:00
63,52,25.8,0.0,2023-11-07 10:00:00
63,53,25.9,0.01,2023-11-07 11:00:00
63,53,26.4,0.0,2023-11-07 12:00:00
63,50,26.8,0.01,2023-11-07 13:00:00
63,54,26.6,0.0,2023-11-07 14:00:00
61,52,26.6,0.01,2023-11-07 15:00:00
61,50,26.9,0.03,2023-11-07 16:00:00
60,50,27.1,0.03,2023-11-07 17:00:00
61,50,27.1,0.12,2023-11-07 18:00:00
71,51,27.1,0.0,2023-11-07 19:00:00
71,52,27.0,0.0,2023-11-07 20:00:00
68,51,26.8,0.0,2023-11-07 21:00:00
65,51,26.7,0.0,2023-11-07 22:00:00
64,50,26.5,0.0,2023-11-07 23:00:00
63,51,26.4,0.0,2023-11-08 00:00:00
62,51,26.2,0.0,2023-11-08 01:00:00
62,51,26.0,0.0,2023-11-08 02:00:00
62,51,25.7,0.0,2023-11-08 03:00:00
61,51,25.5,0.0,2023-11-08 04:00:00
58,51,25.3,0.0,2023-11-08 05:00:00
61,51,25.3,0.27,2023-11-08 06:00:00
67,50,25.4,0.0,2023-11-08 07:00:00
68,50,25.8,0.0,2023-11-08 08:00:00
68,51,26.1,0.0,2023-11-08 09:00:00
68,52,26.4,0.0,2023-11-08 10:00:00
67,51,26.9,0.0,2023-11-08 11:00:00
68,52,27.3,0.0,2023-11-08 12:00:00
69,52,27.8,0.0,2023-11-08 13:00:00
75,50,27.9,0.0,2023-11-08 14:00:00
76,47,28.2,0.0,2023-11-08 15:00:00
76,45,28.7,0.0,2023-11-08 16:00:00
76,44,28.9,0.0,2023-11-08 17:00:00
76,45,28.9,0.0,2023-11-08 18:00:00
76,46,28.9,0.0,2023-11-08 19:00:00
77,47,29.0,0.0,2023-11-08 20:00:00
78,48,28.9,0.0,2023-11-08 21:00:00
78,49,28.9,0.0,2023-11-08 22:00:00
79,50,28.8,0.0,2023-11-08 23:00:00
79,50,28.7,0.0,2023-11-09 00:00:00
80,49,28.6,0.0,2023-11-09 01:00:00
80,52,28.4,0.0,2023-11-09 02:00:00
79,53,28.2,0.0,2023-11-09 03:00:00
79,54,28.0,0.0,2023-11-09 04:00:00
79,54,27.8,0.0,2023-11-09 05:00:00
79,54,27.9,0.0,2023-11-09 06:00:00
79,54,28.0,0.0,2023-11-09 07:00:00
78,53,28.3,0.0,2023-11-09 08:00:00
78,50,28.7,0.0,2023-11-09 09:00:00
61,48,29.1,0.91,2023-11-09 10:00:00
69,50,29.4,0.0,2023-11-09 11:00:00
62,49,29.6,0.0,2023-11-09 12:00:00
65,47,29.9,0.04,2023-11-09 13:00:00
64,51,29.9,0.0,2023-11-09 14:00:00
61,52,29.6,0.05,2023-11-09 15:00:00
62,46,30.0,0.13,2023-11-09 16:00:00
68,46,30.0,0.0,2023-11-09 17:00:00
64,48,30.0,0.0,2023-11-09 18:00:00
61,49,30.0,0.06,2023-11-09 19:00:00
64,49,30.0,0.08,2023-11-09 20:00:00
66,49,30.0,0.0,2023-11-09 21:00:00
62,49,30.0,0.0,2023-11-09 22:00:00
60,50,30.0,0.0,2023-11-09 23:00:00
58,50,29.9,0.0,2023-11-10 00:00:00
56,50,29.8,0.0,2023-11-10 01:00:00
54,50,29.5,0.0,2023-11-10 02:00:00
53,51,29.2,0.0,2023-11-10 03:00:00
52,51,29.0,0.0,2023-11-10 04:00:00
51,51,28.8,0.0,2023-11-10 05:00:00
61,51,28.6,0.63,2023-11-10 06:00:00
71,51,28.5,0.0,2023-11-10 07:00:00
71,53,28.4,0.0,2023-11-10 08:00:00
89,53,29.5,0.0,2023-11-10 10:00:00
82,54,29.3,0.0,2023-11-10 11:00:00
79,54,29.4,0.0,2023-11-10 12:00:00
76,53,29.7,0.0,2023-11-10 13:00:00
73,53,29.8,0.0,2023-11-10 14:00:00
71,53,30.1,0.0,2023-11-10 15:00:00
70,52,30.4,0.0,2023-11-10 16:00:00
69,53,30.6,0.0,2023-11-10 17:00:00
68,53,30.3,0.0,2023-11-10 18:00:00
67,51,30.5,0.0,2023-11-10 19:00:00
67,52,30.4,0.0,2023-11-10 20:00:00
66,52,30.2,0.0,2023-11-10 21:00:00
65,53,30.0,0.0,2023-11-10 22:00:00
64,53,29.9,0.0,2023-11-10 23:00:00
64,53,29.8,0.0,2023-11-11 00:00:00
62,53,29.6,0.0,2023-11-11 01:00:00
62,54,29.4,0.0,2023-11-11 02:00:00
64,54,29.2,0.0,2023-11-11 03:00:00
65,54,29.1,0.0,2023-11-11 04:00:00
66,54,29.0,0.0,2023-11-11 05:00:00
66,54,28.9,0.0,2023-11-11 06:00:00
66,54,28.8,0.0,2023-11-11 07:00:00
66,54,29.0,0.0,2023-11-11 08:00:00
64,55,29.1,0.0,2023-11-11 09:00:00
64,55,29.4,0.04,2023-11-11 10:00:00
65,55,29.6,0.0,2023-11-11 11:00:00
66,54,29.7,0.0,2023-11-11 12:00:00
66,54,30.0,0.0,2023-11-11 13:00:00
66,53,30.2,0.0,2023-11-11 14:00:00
66,51,30.6,0.0,2023-11-11 15:00:00
66,50,30.8,0.0,2023-11-11 16:00:00
66,50,30.9,0.0,2023-11-11 17:00:00
67,50,31.0,0.0,2023-11-11 18:00:00
67,51,31.1,0.0,2023-11-11 19:00:00
67,51,31.2,0.0,2023-11-11 20:00:00
67,51,31.2,0.0,2023-11-11 21:00:00
67,52,31.2,0.0,2023-11-11 22:00:00
67,51,31.1,0.0,2023-11-11 23:00:00
67,51,31.1,0.0,2023-11-12 00:00:00
67,51,31.1,0.0,2023-11-12 01:00:00
67,51,31.0,0.0,2023-11-12 02:00:00
67,51,30.8,0.0,2023-11-12 03:00:00
67,51,30.7,0.0,2023-11-12 04:00:00
66,52,30.5,0.0,2023-11-12 05:00:00
66,51,30.4,0.0,2023-11-12 06:00:00
66,50,30.5,0.0,2023-11-12 07:00:00
66,50,30.7,0.0,2023-11-12 08:00:00
66,50,30.9,0.0,2023-11-12 09:00:00
66,50,31.0,0.0,2023-11-12 10:00:00
66,50,31.1,0.0,2023-11-12 11:00:00
66,50,31.3,0.0,2023-11-12 12:00:00
65,47,31.7,0.04,2023-11-12 13:00:00
67,47,31.8,0.0,2023-11-12 14:00:00
67,46,32.1,0.0,2023-11-12 15:00:00
67,45,32.4,0.0,2023-11-12 16:00:00
67,44,32.5,0.0,2023-11-12 17:00:00
67,43,32.7,0.0,2023-11-12 18:00:00
67,42,32.7,0.0,2023-11-12 19:00:00
66,42,32.7,0.0,2023-11-12 20:00:00
67,43,32.7,0.0,2023-11-12 21:00:00
66,43,32.7,0.0,2023-11-12 22:00:00
66,43,32.7,0.0,2023-11-12 23:00:00
66,44,32.6,0.0,2023-11-13 00:00:00
66,45,32.5,0.0,2023-11-13 01:00:00
66,45,32.3,0.0,2023-11-13 02:00:00
66,46,32.2,0.0,2023-11-13 03:00:00
66,46,32.0,0.0,2023-11-13 04:00:00
66,46,31.8,0.0,2023-11-13 05:00:00
66,46,31.7,0.0,2023-11-13 06:00:00
66,46,31.8,0.0,2023-11-13 07:00:00
66,46,31.9,0.0,2023-11-13 08:00:00
60,45,32.3,0.25,2023-11-13 09:00:00
61,44,32.7,0.61,2023-11-13 10:00:00
84,45,33.0,0.0,2023-11-13 11:00:00
83,43,33.0,0.0,2023-11-13 12:00:00
82,42,33.1,0.0,2023-11-13 13:00:00
82,42,33.2,0.0,2023-11-13 14:00:00
82,40,33.4,0.0,2023-11-13 15:00:00
82,45,33.8,0.0,2023-11-13 16:00:00
82,43,33.9,0.0,2023-11-13 17:00:00
82,42,34.0,0.0,2023-11-13 18:00:00
82,43,34.0,0.0,2023-11-13 19:00:00
82,43,34.0,0.0,2023-11-13 20:00:00
82,43,33.9,0.0,2023-11-13 21:00:00
82,43,33.9,0.0,2023-11-13 22:00:00
82,43,33.8,0.0,2023-11-13 23:00:00
82,44,33.5,0.0,2023-11-14 00:00:00
82,45,33.3,0.0,2023-11-14 01:00:00
81,46,33.1,0.0,2023-11-14 02:00:00
81,46,32.9,0.0,2023-11-14 03:00:00
81,46,32.7,0.0,2023-11-14 04:00:00
81,47,32.4,0.0,2023-11-14 05:00:00
80,47,32.4,0.0,2023-11-14 06:00:00
81,47,32.5,0.0,2023-11-14 07:00:00
62,49,32.5,5.35,2023-11-14 08:00:00
78,51,32.8,0.0,2023-11-14 09:00:00
78,49,33.3,0.0,2023-11-14 10:00:00
82,47,33.6,0.0,2023-11-14 11:00:00
81,46,33.8,0.0,2023-11-14 12:00:00
82,44,33.8,0.0,2023-11-14 13:00:00
81,47,34.0,0.0,2023-11-14 14:00:00
80,43,34.1,0.0,2023-11-14 15:00:00
61,41,34.1,8.43,2023-11-14 16:00:00
59,40,34.1,208.91,2023-11-14 17:00:00
59,40,33.9,283.91,2023-11-14 18:00:00
57,44,33.5,88.67,2023-11-14 19:00:00
57,46,33.3,32.25,2023-11-14 20:00:00
57,46,33.1,123.2,2023-11-14 21:00:00
57,47,32.9,101.51,2023-11-14 22:00:00
47,48,32.5,0.0,2023-11-14 23:00:00
46,49,32.3,0.0,2023-11-15 00:00:00
46,49,32.1,0.0,2023-11-15 01:00:00
46,50,31.9,0.0,2023-11-15 02:00:00
45,50,31.7,0.0,2023-11-15 03:00:00
45,50,31.5,0.0,2023-11-15 04:00:00
45,51,31.3,0.0,2023-11-15 05:00:00
60,51,31.2,56788.18,2023-11-15 06:00:00
65,51,30.8,0.98,2023-11-16 09:00:00
63,48,31.0,0.32,2023-11-16 10:00:00
64,47,31.4,2.22,2023-11-16 11:00:00
71,46,31.6,0.0,2023-11-16 12:00:00
69,46,31.6,0.0,2023-11-16 13:00:00
70,47,31.6,0.0,2023-11-16 14:00:00
73,46,31.8,0.0,2023-11-16 15:00:00
70,43,32.0,0.0,2023-11-16 16:00:00
71,41,32.1,0.0,2023-11-16 17:00:00
71,42,32.1,1.03,2023-11-16 18:00:00
76,44,32.2,0.0,2023-11-16 19:00:00
78,45,32.2,0.0,2023-11-16 20:00:00
80,45,32.2,0.0,2023-11-16 21:00:00
81,46,32.1,0.0,2023-11-16 22:00:00
80,47,32.0,0.0,2023-11-16 23:00:00
80,47,31.9,0.0,2023-11-17 00:00:00
81,48,31.8,0.0,2023-11-17 01:00:00
81,48,31.6,0.0,2023-11-17 02:00:00
81,49,31.4,0.0,2023-11-17 03:00:00
81,50,31.3,0.0,2023-11-17 04:00:00
81,50,31.1,0.0,2023-11-17 05:00:00
82,50,31.2,0.0,2023-11-17 06:00:00
81,50,31.4,0.0,2023-11-17 07:00:00
82,50,31.5,0.0,2023-11-17 08:00:00
83,48,31.7,0.0,2023-11-17 09:00:00
95,43,32.3,0.0,2023-11-17 10:00:00
87,43,32.6,0.0,2023-11-17 11:00:00
85,40,32.9,0.0,2023-11-17 12:00:00
85,42,32.9,0.0,2023-11-17 13:00:00
85,44,32.9,0.0,2023-11-17 14:00:00
85,44,33.1,0.0,2023-11-17 15:00:00
85,41,33.4,0.0,2023-11-17 16:00:00
85,39,33.5,0.0,2023-11-17 17:00:00
85,41,33.5,0.0,2023-11-17 18:00:00
85,41,33.5,0.0,2023-11-17 19:00:00
85,41,33.4,0.0,2023-11-17 20:00:00
85,42,33.4,0.0,2023-11-17 21:00:00
85,42,33.4,0.0,2023-11-17 22:00:00
83,42,33.3,0.0,2023-11-17 23:00:00
82,43,33.2,0.0,2023-11-18 00:00:00
82,43,33.0,0.0,2023-11-18 01:00:00
82,44,32.8,0.0,2023-11-18 02:00:00
82,44,32.6,0.0,2023-11-18 03:00:00
82,45,32.5,0.0,2023-11-18 04:00:00
82,46,32.3,0.0,2023-11-18 05:00:00
82,46,32.3,0.0,2023-11-18 06:00:00
81,46,32.4,0.0,2023-11-18 07:00:00
81,46,32.5,0.0,2023-11-18 08:00:00
81,47,32.7,0.0,2023-11-18 09:00:00
81,47,32.9,0.0,2023-11-18 10:00:00
82,46,33.1,0.0,2023-11-18 11:00:00
82,46,33.2,0.0,2023-11-18 12:00:00
81,44,33.5,0.0,2023-11-18 13:00:00
81,43,33.7,0.0,2023-11-18 14:00:00
82,42,33.8,0.0,2023-11-18 15:00:00
81,42,34.0,0.0,2023-11-18 16:00:00
81,42,34.1,0.0,2023-11-18 17:00:00
80,43,34.2,0.0,2023-11-18 18:00:00
81,43,34.2,0.0,2023-11-18 19:00:00
81,43,34.2,0.0,2023-11-18 20:00:00
81,44,34.2,0.0,2023-11-18 21:00:00
80,44,34.2,0.0,2023-11-18 22:00:00
80,44,34.2,0.0,2023-11-18 23:00:00
80,44,34.1,0.0,2023-11-19 00:00:00
80,45,33.9,0.0,2023-11-19 01:00:00
80,45,33.7,0.0,2023-11-19 02:00:00
81,45,33.5,0.0,2023-11-19 03:00:00
81,46,33.3,0.0,2023-11-19 04:00:00
81,46,33.0,0.0,2023-11-19 05:00:00
81,46,32.6,0.0,2023-11-19 06:00:00
80,47,32.2,0.0,2023-11-19 07:00:00
80,48,31.9,0.0,2023-11-19 08:00:00
79,49,31.8,0.0,2023-11-19 09:00:00
80,49,31.8,0.0,2023-11-19 10:00:00
80,49,31.8,0.0,2023-11-19 11:00:00
80,49,31.8,0.0,2023-11-19 12:00:00
80,49,31.8,0.0,2023-11-19 13:00:00
80,50,31.6,0.0,2023-11-19 14:00:00
79,51,31.4,0.0,2023-11-19 15:00:00
79,51,31.2,0.0,2023-11-19 16:00:00
79,51,31.0,0.0,2023-11-19 17:00:00
79,51,30.8,0.0,2023-11-19 18:00:00
80,52,30.6,0.0,2023-11-19 19:00:00
79,52,30.4,0.0,2023-11-19 20:00:00
79,52,30.2,0.0,2023-11-19 21:00:00
80,52,30.0,0.0,2023-11-19 22:00:00
79,52,29.8,0.0,2023-11-19 23:00:00
79,52,29.6,0.0,2023-11-20 00:00:00
78,53,29.5,0.0,2023-11-20 01:00:00
79,53,29.3,0.0,2023-11-20 02:00:00
79,53,29.2,0.0,2023-11-20 03:00:00
79,53,29.0,0.0,2023-11-20 04:00:00
78,53,28.9,0.0,2023-11-20 05:00:00
78,53,28.8,0.0,2023-11-20 06:00:00
78,54,28.7,0.0,2023-11-20 07:00:00
78,54,28.8,0.0,2023-11-20 08:00:00
78,53,28.8,0.0,2023-11-20 09:00:00
78,53,28.9,0.0,2023-11-20 10:00:00
78,53,29.0,0.0,2023-11-20 11:00:00
77,53,29.1,0.0,2023-11-20 12:00:00
77,53,29.3,0.0,2023-11-20 13:00:00
79,53,29.4,0.0,2023-11-20 14:00:00
83,53,29.4,0.0,2023-11-20 15:00:00
83,53,29.4,0.0,2023-11-20 16:00:00
83,53,29.4,0.0,2023-11-20 17:00:00
83,53,29.2,0.0,2023-11-20 18:00:00
83,53,29.1,0.0,2023-11-20 19:00:00
83,53,29.0,0.0,2023-11-20 20:00:00
83,53,28.9,0.0,2023-11-20 21:00:00
83,53,28.7,0.0,2023-11-20 22:00:00
83,53,28.6,0.0,2023-11-20 23:00:00
83,54,28.4,0.0,2023-11-21 00:00:00
83,54,28.3,0.0,2023-11-21 01:00:00
83,54,28.1,0.0,2023-11-21 02:00:00
83,54,28.0,0.0,2023-11-21 03:00:00
83,55,27.9,0.0,2023-11-21 04:00:00
83,55,27.8,0.0,2023-11-21 05:00:00
83,55,27.6,0.0,2023-11-21 06:00:00
83,55,27.5,0.0,2023-11-21 07:00:00
83,59,27.4,0.0,2023-11-21 08:00:00
81,59,27.6,0.0,2023-11-21 09:00:00
72,60,28.1,0.0,2023-11-21 10:00:00
64,60,28.4,0.0,2023-11-21 11:00:00
63,60,28.6,0.0,2023-11-21 12:00:00
63,58,28.9,0.0,2023-11-21 13:00:00
63,58,29.1,0.0,2023-11-21 14:00:00
63,57,29.4,0.0,2023-11-21 15:00:00
62,56,29.7,0.0,2023-11-21 16:00:00
62,59,29.8,0.0,2023-11-21 17:00:00
65,60,29.7,11.28,2023-11-21 18:00:00
66,59,29.7,0.0,2023-11-21 19:00:00
66,58,29.7,0.0,2023-11-21 20:00:00
66,58,29.7,0.0,2023-11-21 21:00:00
65,58,29.6,0.0,2023-11-21 22:00:00
65,57,29.6,0.0,2023-11-21 23:00:00
66,57,29.5,0.0,2023-11-22 00:00:00
66,58,29.4,0.0,2023-11-22 01:00:00
66,58,29.2,0.0,2023-11-22 02:00:00
66,58,29.1,0.0,2023-11-22 03:00:00
66,58,29.0,0.0,2023-11-22 04:00:00
67,58,28.8,0.0,2023-11-22 05:00:00
78,58,28.6,11.28,2023-11-22 06:00:00
80,59,28.5,0.0,2023-11-22 07:00:00
70,61,28.5,0.0,2023-11-22 08:00:00
58,64,28.8,0.0,2023-11-22 09:00:00
59,64,29.2,0.0,2023-11-22 10:00:00
58,61,29.6,0.0,2023-11-22 11:00:00
56,60,29.9,0.0,2023-11-22 12:00:00
56,60,30.0,0.0,2023-11-22 13:00:00
52,59,30.2,0.0,2023-11-22 14:00:00
52,59,30.2,0.0,2023-11-22 15:00:00
52,61,30.4,0.0,2023-11-22 16:00:00
54,61,30.4,0.0,2023-11-22 17:00:00
52,61,30.4,11.28,2023-11-22 18:00:00
49,61,30.3,0.0,2023-11-22 19:00:00
49,60,30.0,0.0,2023-11-22 20:00:00
49,60,29.7,0.0,2023-11-22 21:00:00
48,60,29.6,0.0,2023-11-22 22:00:00
49,60,29.4,0.0,2023-11-22 23:00:00
49,60,29.4,0.0,2023-11-23 00:00:00
49,60,29.3,0.0,2023-11-23 01:00:00
49,60,29.2,0.0,2023-11-23 02:00:00
